LAT,LON,FATALITIES,INJURY_COLLISIONS,TOTAL_COLLISIONS,AUTOMOBILE,MOTORCYCLE,PASSENGER,BICYCLE,PEDESTRIAN,DANGER_SCORE,WARD_NUM,ROW_ID,WARD_SOURCE
43.60213778868561,-79.5526237465581,0,0,2,2,0,0,0,0,2,3,225,auto
43.60221818792821,-79.54299215177882,0,1,10,10,0,0,0,0,15,3,226,auto
43.602251588277895,-79.52342278289944,0,0,2,2,0,0,0,0,2,3,227,auto
43.60227447632307,-79.4984880501432,0,4,15,13,0,0,0,3,35,3,228,auto
43.60229642126762,-79.51074367098715,1,0,6,6,0,0,0,0,26,3,229,auto
43.60235288528217,-79.53286007162787,0,1,6,6,1,0,0,0,11,3,230,auto
43.602376085620776,-79.52696178008814,0,0,5,5,0,0,0,0,5,3,231,auto
43.60238007925869,-79.49793984914722,0,7,48,48,0,2,2,2,83,3,232,auto
43.602430082530695,-79.49732054811267,0,2,10,9,0,1,1,0,20,3,233,auto
43.60245182377668,-79.51003826966307,0,1,2,2,0,0,0,0,7,3,234,auto
43.60246808833502,-79.54189135038794,0,3,10,10,0,0,0,1,25,3,235,auto
43.6026043262879,-79.50933426837337,0,0,2,2,0,0,0,0,2,3,236,auto
43.60261938960911,-79.55422214332279,0,0,1,1,0,0,0,0,1,3,237,auto
43.60262638969376,-79.55045993981612,0,0,2,2,0,0,0,0,2,3,238,auto
43.60271648858925,-79.5407820499761,0,3,16,16,1,2,0,1,31,3,239,auto
43.60275662873012,-79.50865276713989,0,1,5,5,0,1,1,0,10,3,240,auto
43.602837989743,-79.54707054064119,0,0,1,1,0,0,0,0,1,3,241,auto
43.60287219014586,-79.55307403978892,0,0,1,1,0,0,0,0,1,3,242,auto
43.602962088805,-79.53970994982556,0,3,8,8,0,2,0,0,23,3,243,auto
43.60300766860881,-79.50005935165258,0,1,6,6,0,0,0,1,11,3,244,auto
43.603023134068536,-79.50746306465003,0,1,6,6,0,1,1,0,11,3,245,auto
43.60306680587364,-79.49290914052037,0,4,14,14,0,0,1,1,34,3,246,auto
43.60312857789813,-79.49828504874309,0,1,2,2,0,0,0,1,7,3,247,auto
43.603134990206165,-79.54584463897024,0,0,10,9,0,0,0,0,10,3,248,auto
43.60315589042181,-79.54798993653544,0,0,1,1,0,0,0,0,1,3,249,auto
43.6032346890489,-79.53853354970015,0,4,32,31,0,1,1,1,52,3,250,auto
43.60326043966432,-79.50629786216525,0,14,71,71,0,5,4,4,141,3,251,auto
43.60349804499664,-79.50518915982137,0,2,8,8,0,1,2,0,18,3,252,auto
